DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW],CZECH_REPUBLIC_DEMAND_[MW],CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW],hour,datetime
2024-10-20,2024-10-20,FCR,1,NEGPOS_04_08,36.3,72,36.3,12,93,98.04,-65,25,36.3,-24,486,6.84,145,564,36.3,38,110,36.3,-60,14,36.3,-14,62,36.3,-5,77,36.3,-27,4,2024-10-20 04:00:00
2024-10-20,2024-10-20,FCR,1,NEGPOS_08_12,69.3,72,69.3,22,93,125.12,-65,25,69.3,-21,486,5.96,145,564,69.3,24,110,69.3,-57,14,69.3,-14,62,69.3,-7,77,69.3,-27,8,2024-10-20 08:00:00
2024-10-20,2024-10-20,FCR,1,NEGPOS_12_16,130.8,72,130.8,22,93,130.8,-61,25,130.8,-21,486,6.24,145,564,130.8,-32,110,130.8,-28,14,130.8,-7,62,130.8,-2,77,130.8,-16,12,2024-10-20 12:00:00
2024-10-20,2024-10-20,FCR,1,NEGPOS_16_20,55.6,72,55.6,9,93,133.36,-65,25,55.6,-23,486,6,148,564,55.6,25,110,55.6,-49,14,55.6,-14,62,55.6,-1,77,55.6,-27,16,2024-10-20 16:00:00
2024-10-20,2024-10-20,FCR,1,NEGPOS_20_24,38.54,72,38.54,4,93,133.36,-65,25,38.54,-24,486,11.92,145,564,38.54,40,110,38.54,-52,14,38.54,-14,62,38.54,-7,77,38.54,-27,20,2024-10-20 20:00:00
2024-10-21,2024-10-21,FCR,1,NEGPOS_00_04,49.5,72,49.5,10,93,180.12,-65,25,49.5,-19,486,4.68,145,564,49.5,4,110,49.5,-65,14,49.5,-14,62,49.5,31,77,49.5,-27,0,2024-10-21 00:00:00
2024-10-21,2024-10-21,FCR,1,NEGPOS_04_08,52,72,52,-5,93,172.84,-65,25,52,-24,486,13.04,145,564,52,12,110,52,-65,14,52,-14,62,52,43,77,52,-27,4,2024-10-21 04:00:00
2024-10-21,2024-10-21,FCR,1,NEGPOS_08_12,68.03,72,68.03,19,93,176.92,-65,25,68.03,-23,486,68.03,83,564,68.03,15,110,68.03,-75,14,68.03,-14,62,68.03,94,77,68.03,-27,8,2024-10-21 08:00:00
2024-10-21,2024-10-21,FCR,1,NEGPOS_12_16,55.6,72,55.6,21,93,172.64,-65,25,55.6,-24,486,55.6,84,564,55.6,92,110,55.6,-65,14,55.6,-12,62,55.6,-4,77,55.6,-27,12,2024-10-21 12:00:00
2024-10-21,2024-10-21,FCR,1,NEGPOS_16_20,74.6,72,74.6,13,93,180.12,-65,25,74.6,-23,486,74.6,142,564,74.6,4,110,74.6,-65,14,74.6,-14,62,74.6,24,77,74.6,-16,16,2024-10-21 16:00:00
2024-10-21,2024-10-21,FCR,1,NEGPOS_20_24,38.5,72,38.5,-3,93,180.84,-65,25,38.5,-24,486,6.32,145,564,38.5,54,110,38.5,-74,14,38.5,-14,62,38.5,8,77,38.5,-27,20,2024-10-21 20:00:00
2024-10-22,2024-10-22,FCR,1,NEGPOS_00_04,38,72,38,18,93,103.54,-65,25,38,-24,486,38,48,564,38,131,110,38,-74,14,38,-12,62,38,1,77,38,-23,0,2024-10-22 00:00:00
2024-10-22,2024-10-22,FCR,1,NEGPOS_04_08,50.2,72,50.2,-7,93,180.84,-65,25,50.2,-24,486,50.2,85,564,50.2,64,110,50.2,-65,14,50.2,-13,62,50.2,48,77,50.2,-23,4,2024-10-22 04:00:00
2024-10-22,2024-10-22,FCR,1,NEGPOS_08_12,49.21,72,49.21,-6,93,135.08,-65,25,49.21,-24,486,33.52,145,564,49.21,27,110,49.21,-65,14,49.21,-13,62,49.21,24,77,49.21,-23,8,2024-10-22 08:00:00
2024-10-22,2024-10-22,FCR,1,NEGPOS_12_16,54,72,54,31,93,135.48,-65,25,54,-23,486,54,102,564,54,45,110,54,-47,14,54,-11,62,54,-6,77,54,-26,12,2024-10-22 12:00:00
2024-10-22,2024-10-22,FCR,1,NEGPOS_16_20,74,72,74,15,93,252.91,-65,25,74,-23,486,8,145,564,74,20,110,74,-65,14,74,-14,62,74,10,77,74,-23,16,2024-10-22 16:00:00
2024-10-22,2024-10-22,FCR,1,NEGPOS_20_24,37.5,72,37.5,-6,93,180.12,-65,25,37.5,-24,486,5.76,145,564,37.5,56,110,37.5,-74,14,37.5,-13,62,37.5,4,77,37.5,-23,20,2024-10-22 20:00:00
2024-10-23,2024-10-23,FCR,1,NEGPOS_00_04,26.2,72,26.2,-2,93,107.25,-65,25,26.2,-24,486,10.32,145,564,26.2,70,110,26.2,-74,14,26.2,-14,62,26.2,-15,77,26.2,-21,0,2024-10-23 00:00:00
2024-10-23,2024-10-23,FCR,1,NEGPOS_04_08,48,72,48,-5,93,73.48,-65,25,48,-24,486,11.56,145,564,48,-1,110,48,-65,14,48,-12,62,48,48,77,48,-21,4,2024-10-23 04:00:00
2024-10-23,2024-10-23,FCR,1,NEGPOS_08_12,46,72,46,-6,93,90.4,-65,25,46,-24,486,46,129,564,46,44,110,46,-69,14,46,-12,62,46,24,77,46,-21,8,2024-10-23 08:00:00
2024-10-23,2024-10-23,FCR,1,NEGPOS_12_16,48.92,72,48.92,10,93,89.48,-65,25,48.92,-24,486,48.92,104,564,48.92,36,110,48.92,-51,14,48.92,-11,62,48.92,22,77,48.92,-21,12,2024-10-23 12:00:00
2024-10-23,2024-10-23,FCR,1,NEGPOS_16_20,88,72,88,14,93,139.2,-43,25,88,-23,486,88,124,564,88,-16,110,88,-69,14,88,-13,62,88,36,77,88,-10,16,2024-10-23 16:00:00
2024-10-23,2024-10-23,FCR,1,NEGPOS_20_24,31.68,72,31.68,-6,93,108.28,-65,25,31.68,-24,486,4.12,145,564,31.68,60,110,31.68,-74,14,31.68,-13,62,31.68,-2,77,31.68,-21,20,2024-10-23 20:00:00
2024-10-24,2024-10-24,FCR,1,NEGPOS_00_04,21.5,72,21.5,-1,93,93.48,-65,25,21.5,-24,486,21.08,145,564,21.5,49,110,21.5,-76,14,21.5,-14,62,21.5,-3,77,21.5,-11,0,2024-10-24 00:00:00
2024-10-24,2024-10-24,FCR,1,NEGPOS_04_08,46,72,46,-1,93,93.48,-65,25,46,-24,486,44.96,145,564,46,10,110,46,-67,14,46,-14,62,46,27,77,46,-11,4,2024-10-24 04:00:00
2024-10-24,2024-10-24,FCR,1,NEGPOS_08_12,46,72,46,-1,93,102.96,-65,25,46,-24,486,18.6,145,564,46,5,110,46,-67,14,46,-14,62,46,32,77,46,-11,8,2024-10-24 08:00:00
2024-10-24,2024-10-24,FCR,1,NEGPOS_12_16,40,72,40,20,93,89.64,-65,25,40,-24,486,40,109,564,40,32,110,40,-49,14,40,-13,62,40,1,77,40,-11,12,2024-10-24 12:00:00
2024-10-24,2024-10-24,FCR,1,NEGPOS_16_20,56.4,72,56.4,14,93,130.12,-65,25,56.4,-23,486,40.56,145,564,56.4,4,110,56.4,-67,14,56.4,-14,62,56.4,17,77,56.4,-11,16,2024-10-24 16:00:00
2024-10-24,2024-10-24,FCR,1,NEGPOS_20_24,39.15,72,39.15,21,93,113.2,-65,25,39.15,-24,486,4.28,145,564,39.15,-5,110,39.15,-76,14,39.15,-14,62,39.15,29,77,39.15,-11,20,2024-10-24 20:00:00
2024-10-25,2024-10-25,FCR,1,NEGPOS_00_04,23.32,72,23.32,0,93,93.48,-65,25,23.32,-24,486,23.32,136,564,23.32,72,110,23.32,-76,14,23.32,-14,62,23.32,-16,77,23.32,-13,0,2024-10-25 00:00:00
2024-10-25,2024-10-25,FCR,1,NEGPOS_04_08,60,72,60,20,93,130.92,-65,25,60,-23,486,13.32,145,564,60,17,110,60,-67,14,60,-14,62,60,0,77,60,-13,4,2024-10-25 04:00:00
2024-10-25,2024-10-25,FCR,1,NEGPOS_08_12,60.9,72,60.9,20,93,135.2,-65,25,60.9,-23,486,7.32,145,564,60.9,18,110,60.9,-77,14,60.9,-14,62,60.9,2,77,60.9,-6,8,2024-10-25 08:00:00
2024-10-25,2024-10-25,FCR,1,NEGPOS_12_16,55.2,72,55.2,24,93,89.48,-65,25,55.2,-23,486,55.2,106,564,55.2,25,110,55.2,-56,14,55.2,-13,62,55.2,15,77,55.2,-13,12,2024-10-25 12:00:00
2024-10-25,2024-10-25,FCR,1,NEGPOS_16_20,87.3,72,87.3,17,93,102,-65,25,87.3,-23,486,8.52,145,564,87.3,-14,110,87.3,-67,14,87.3,-14,62,87.3,27,77,87.3,-6,16,2024-10-25 16:00:00
2024-10-25,2024-10-25,FCR,1,NEGPOS_20_24,33.6,72,33.6,0,93,94.01,-65,25,33.6,-24,486,5,145,564,33.6,57,110,33.6,-76,14,33.6,-14,62,33.6,-8,77,33.6,-15,20,2024-10-25 20:00:00
2024-10-26,2024-10-26,FCR,1,NEGPOS_00_04,20,72,20,7,93,79.84,-65,25,20,-24,486,20,145,564,20,67,110,20,-76,14,20,-14,62,20,-16,77,20,-24,0,2024-10-26 00:00:00
2024-10-26,2024-10-26,FCR,1,NEGPOS_04_08,45.4,72,45.4,14,93,99.72,-65,25,45.4,-24,486,5.84,145,564,45.4,39,110,45.4,-66,14,45.4,-13,62,45.4,-7,77,45.4,-23,4,2024-10-26 04:00:00
2024-10-26,2024-10-26,FCR,1,NEGPOS_08_12,45,72,45,17,93,148.8,-65,25,45,-24,486,8.96,145,564,45,24,110,45,-57,14,45,-13,62,45,-5,77,45,-22,8,2024-10-26 08:00:00
2024-10-26,2024-10-26,FCR,1,NEGPOS_12_16,40.8,72,40.8,14,93,135.92,-65,25,40.8,-24,486,6.08,145,564,40.8,36,110,40.8,-57,14,40.8,-12,62,40.8,-12,77,40.8,-25,12,2024-10-26 12:00:00
2024-10-26,2024-10-26,FCR,1,NEGPOS_16_20,56.8,72,56.8,35,93,198.12,-65,25,56.8,-23,486,5.4,145,564,56.8,3,110,56.8,-66,14,56.8,-14,62,56.8,9,77,56.8,-24,16,2024-10-26 16:00:00
2024-10-26,2024-10-26,FCR,1,NEGPOS_20_24,28.9,72,28.9,13,93,162,-65,25,28.9,-24,486,4.52,145,564,28.9,52,110,28.9,-76,14,28.9,-14,62,28.9,-8,77,28.9,-23,20,2024-10-26 20:00:00
2024-10-27,2024-10-27,FCR,1,NEGPOS_00_04,19.3,72,19.3,3,93,276.4,-65,25,19.3,-24,486,5.55,145,564,19.3,52,110,19.3,-76,14,19.3,-14,62,19.3,1,77,19.3,-22,0,2024-10-27 00:00:00
2024-10-27,2024-10-27,FCR,1,NEGPOS_04_08,32.2,72,32.2,17,93,155.76,-65,25,32.2,-24,486,4.56,145,564,32.2,52,110,32.2,-76,14,32.2,-13,62,32.2,-14,77,32.2,-22,4,2024-10-27 04:00:00
2024-10-27,2024-10-27,FCR,1,NEGPOS_08_12,60,72,60,44,93,171.24,-65,25,60,-23,486,4.6,145,564,60,-12,110,60,-76,14,60,-13,62,60,11,77,60,-11,8,2024-10-27 08:00:00
2024-10-27,2024-10-27,FCR,1,NEGPOS_12_16,60.1,72,60.1,39,93,175,-65,25,60.1,-23,486,5.2,145,564,60.1,-15,110,60.1,-69,14,60.1,-12,62,60.1,11,77,60.1,-11,12,2024-10-27 12:00:00
2024-10-27,2024-10-27,FCR,1,NEGPOS_16_20,64.72,72,64.72,59,93,223.52,-65,25,64.72,-23,486,24.52,145,564,64.72,-86,110,64.72,-69,14,64.72,-14,62,64.72,80,77,64.72,-25,16,2024-10-27 16:00:00
2024-10-27,2024-10-27,FCR,1,NEGPOS_20_24,26,72,26,8,93,225.08,-65,25,26,-24,486,6.76,145,564,26,40,110,26,-76,14,26,-14,62,26,8,77,26,-22,20,2024-10-27 20:00:00
2024-10-28,2024-10-28,FCR,1,NEGPOS_00_04,31.31,72,31.31,12,93,268.2,-65,25,31.31,-24,486,11.76,145,564,31.31,71,110,31.31,-76,14,31.31,-13,62,31.31,-32,77,31.31,-18,0,2024-10-28 00:00:00
2024-10-28,2024-10-28,FCR,1,NEGPOS_04_08,40.8,72,40.8,9,93,238.2,-65,25,40.8,-24,486,5.2,143,564,40.8,58,110,40.8,-67,14,40.8,-13,62,40.8,-23,77,40.8,-18,4,2024-10-28 04:00:00
2024-10-28,2024-10-28,FCR,1,NEGPOS_08_12,48.64,72,48.64,10,93,238.2,-65,25,48.64,-24,486,48.64,143,564,48.64,-19,110,48.64,-49,14,48.64,-14,62,48.64,36,77,48.64,-18,8,2024-10-28 08:00:00
2024-10-28,2024-10-28,FCR,1,NEGPOS_12_16,41.4,72,41.4,25,93,217,-65,25,41.4,-24,486,41.4,135,564,41.4,45,110,41.4,-49,14,41.4,-13,62,41.4,-36,77,41.4,-18,12,2024-10-28 12:00:00
2024-10-28,2024-10-28,FCR,1,NEGPOS_16_20,76.5,72,76.5,34,93,265.2,-65,25,76.5,-23,486,4.36,145,564,76.5,-6,110,76.5,-56,14,76.5,-14,62,76.5,3,77,76.5,-18,16,2024-10-28 16:00:00
2024-10-28,2024-10-28,FCR,1,NEGPOS_20_24,30,72,30,8,93,265.48,-65,25,30,-24,486,4.92,145,564,30,76,110,30,-76,14,30,-14,62,30,-32,77,30,-18,20,2024-10-28 20:00:00
2024-10-29,2024-10-29,FCR,1,NEGPOS_00_04,20,72,20,15,93,127.84,-65,25,20,-24,486,11,145,564,20,74,110,20,-76,14,20,-14,62,20,-35,77,20,-20,0,2024-10-29 00:00:00
2024-10-29,2024-10-29,FCR,1,NEGPOS_04_08,35.5,72,35.5,7,93,107.12,-55,25,35.5,-24,486,12,145,564,35.5,66,110,35.5,-77,14,35.5,-14,62,35.5,-28,77,35.5,-20,4,2024-10-29 04:00:00
2024-10-29,2024-10-29,FCR,1,NEGPOS_08_12,42.5,72,42.5,9,93,107.12,-54,25,42.5,-24,486,42.5,113,564,42.5,26,110,42.5,-49,14,42.5,-14,62,42.5,12,77,42.5,-19,8,2024-10-29 08:00:00
2024-10-29,2024-10-29,FCR,1,NEGPOS_12_16,34,72,34,12,93,107.12,-55,25,34,-24,486,34,31,564,34,95,110,34,-59,14,34,-11,62,34,30,77,34,-19,12,2024-10-29 12:00:00
2024-10-29,2024-10-29,FCR,1,NEGPOS_16_20,91.92,72,91.92,32,93,107.12,-54,25,91.92,-22,486,5.56,145,564,91.92,-23,110,91.92,-56,14,91.92,-14,62,91.92,-5,77,91.92,-3,16,2024-10-29 16:00:00
2024-10-29,2024-10-29,FCR,1,NEGPOS_20_24,29.5,72,29.5,7,93,107.12,-54,25,29.5,-24,486,4.4,145,564,29.5,64,110,29.5,-76,14,29.5,-14,62,29.5,-28,77,29.5,-20,20,2024-10-29 20:00:00
2024-10-30,2024-10-30,FCR,1,NEGPOS_00_04,20,72,20,9,93,97.62,-65,25,20,-24,486,12,145,564,20,70,110,20,-76,14,20,-14,62,20,-27,77,20,-18,0,2024-10-30 00:00:00
2024-10-30,2024-10-30,FCR,1,NEGPOS_04_08,30.6,72,30.6,5,93,41.2,-63,25,30.6,-24,486,4.44,145,564,30.6,71,110,30.6,-77,14,30.6,-14,62,30.6,-25,77,30.6,-18,4,2024-10-30 04:00:00
2024-10-30,2024-10-30,FCR,1,NEGPOS_08_12,32.8,72,32.8,4,93,105.6,-51,25,32.8,-24,486,7.16,145,564,32.8,74,110,32.8,-77,14,32.8,-14,62,32.8,-34,77,32.8,-23,8,2024-10-30 08:00:00
2024-10-30,2024-10-30,FCR,1,NEGPOS_12_16,29,72,29,4,93,124.08,-65,25,29,-24,486,10.12,145,564,29,57,110,29,-77,14,29,-14,62,29,-3,77,29,-23,12,2024-10-30 12:00:00
2024-10-30,2024-10-30,FCR,1,NEGPOS_16_20,56,72,56,20,93,105.6,-47,25,56,-23,486,5.4,145,564,56,27,110,56,-67,14,56,-14,62,56,-24,77,56,-17,16,2024-10-30 16:00:00
2024-10-30,2024-10-30,FCR,1,NEGPOS_20_24,25,72,25,5,93,105.6,-43,25,25,-24,486,4.44,145,564,25,57,110,25,-76,14,25,-14,62,25,-33,77,25,-17,20,2024-10-30 20:00:00
2024-10-31,2024-10-31,FCR,1,NEGPOS_00_04,20,72,20,15,93,118.96,-65,25,20,-24,486,20,123,564,20,74,110,20,-77,14,20,-14,62,20,-26,77,20,-6,0,2024-10-31 00:00:00
2024-10-31,2024-10-31,FCR,1,NEGPOS_04_08,24.75,72,24.75,5,93,141.08,-65,25,24.75,-24,486,11,145,564,24.75,55,110,40,-68,14,24.75,-14,62,24.75,-28,77,24.75,-6,4,2024-10-31 04:00:00
2024-10-31,2024-10-31,FCR,1,NEGPOS_08_12,26.8,72,26.8,1,93,113.6,-45,25,26.8,-24,486,26.8,121,564,26.8,71,110,40,-75,14,26.8,-14,62,26.8,-29,77,26.8,-6,8,2024-10-31 08:00:00
2024-10-31,2024-10-31,FCR,1,NEGPOS_12_16,29,72,29,8,93,113.6,-47,25,29,-24,486,29,122,564,29,55,110,29,-67,14,29,-14,62,29,-27,77,29,-6,12,2024-10-31 12:00:00
2024-10-31,2024-10-31,FCR,1,NEGPOS_16_20,30.76,72,30.76,29,93,113.6,-55,25,30.76,-24,486,4.44,145,564,30.76,9,110,40,-68,14,30.76,-14,62,30.76,-16,77,30.76,-6,16,2024-10-31 16:00:00
2024-10-31,2024-10-31,FCR,1,NEGPOS_20_24,25,72,25,3,93,113.6,-54,25,25,-24,486,4.48,145,564,25,59,110,25,-77,14,25,-14,62,25,-32,77,25,-6,20,2024-10-31 20:00:00
2024-11-01,2024-11-01,FCR,1,NEGPOS_00_04,23.98,72,23.98,2,93,145.92,-65,25,23.98,-22,486,23.98,131,564,23.98,82,110,23.98,-69,14,23.98,-14,62,23.98,-17,77,23.98,-28,0,2024-11-01 00:00:00
2024-11-01,2024-11-01,FCR,1,NEGPOS_04_08,35.56,72,35.56,12,93,145.84,-65,25,35.56,-22,486,35.56,123,564,35.56,79,110,35.56,-69,14,35.56,-13,62,35.56,-17,77,35.56,-28,4,2024-11-01 04:00:00
2024-11-01,2024-11-01,FCR,1,NEGPOS_08_12,40,72,40,7,93,143,-65,25,40,-24,486,11,145,564,40,50,110,40,-67,14,40,-11,62,40,-5,77,40,-28,8,2024-11-01 08:00:00
2024-11-01,2024-11-01,FCR,1,NEGPOS_12_16,40,72,40,7,93,140.28,-65,25,40,-22,486,4.6,145,564,40,48,110,40,-55,14,40,-11,62,40,-17,77,40,-28,12,2024-11-01 12:00:00
2024-11-01,2024-11-01,FCR,1,NEGPOS_16_20,45.6,72,45.6,16,93,180.92,-65,25,45.6,-24,486,5.2,145,564,45.6,28,110,45.6,-68,14,45.6,-14,62,45.6,10,77,45.6,-28,16,2024-11-01 16:00:00
2024-11-01,2024-11-01,FCR,1,NEGPOS_20_24,23.92,72,23.92,9,93,167.08,-65,25,23.92,-24,486,4.6,145,564,23.92,74,110,40,-68,14,23.92,-14,62,23.92,-27,77,23.92,-28,20,2024-11-01 20:00:00
2024-11-02,2024-11-02,FCR,1,NEGPOS_00_04,25,72,31,-50,93,235.88,-65,25,25,-24,486,25,139,564,25,120,110,40,-77,14,25,-14,62,25,-1,77,25,-28,0,2024-11-02 00:00:00
2024-11-02,2024-11-02,FCR,1,NEGPOS_04_08,31.01,72,31.01,-50,93,114.92,-65,25,31.01,-24,486,31.01,124,564,31.01,130,110,40,-77,14,31.01,-14,62,31.01,4,77,31.01,-28,4,2024-11-02 04:00:00
2024-11-02,2024-11-02,FCR,1,NEGPOS_08_12,30,72,30,-50,93,161.64,-65,25,30,-24,486,30,128,564,30,134,110,30,-60,14,30,-14,62,30,-21,77,30,-28,8,2024-11-02 08:00:00
2024-11-02,2024-11-02,FCR,1,NEGPOS_12_16,34,72,39,-50,93,156.24,-65,25,34,-24,486,4.44,145,564,34,112,110,34,-63,14,34,-11,62,34,-16,77,34,-28,12,2024-11-02 12:00:00
2024-11-02,2024-11-02,FCR,1,NEGPOS_16_20,42,72,42,-27,93,219.28,-65,25,42,-24,486,11,145,564,42,39,110,42,-53,14,42,-14,62,42,27,77,42,-28,16,2024-11-02 16:00:00
2024-11-02,2024-11-02,FCR,1,NEGPOS_20_24,30.3,72,30.3,-49,93,200.48,-65,25,30.3,-24,486,4.12,145,564,30.3,99,110,30.3,-63,14,30.3,-14,62,30.3,-1,77,30.3,-28,20,2024-11-02 20:00:00
2024-11-03,2024-11-03,FCR,1,NEGPOS_00_04,19.8,72,19.8,16,93,235.88,-65,25,19.8,-24,486,19.8,90,564,19.8,131,110,40,-77,14,19.8,-14,62,19.8,-26,77,19.8,-31,0,2024-11-03 00:00:00
2024-11-03,2024-11-03,FCR,1,NEGPOS_04_08,18.7,72,18.7,16,93,147.84,-65,25,18.7,-24,486,13.24,145,564,18.7,86,110,40,-77,14,18.7,-14,62,18.7,-36,77,18.7,-31,4,2024-11-03 04:00:00
2024-11-03,2024-11-03,FCR,1,NEGPOS_08_12,44.7,72,44.7,17,93,247.52,-65,25,44.7,-22,486,11,145,564,44.7,33,110,44.7,-68,14,44.7,-13,62,44.7,-1,77,44.7,-26,8,2024-11-03 08:00:00
2024-11-03,2024-11-03,FCR,1,NEGPOS_12_16,54.4,72,54.4,19,93,249.2,-65,25,54.4,-21,486,4.6,145,564,54.4,20,110,54.4,-59,14,54.4,-13,62,54.4,0,77,54.4,-26,12,2024-11-03 12:00:00
2024-11-03,2024-11-03,FCR,1,NEGPOS_16_20,41.4,72,41.4,11,93,226.32,-65,25,41.4,-24,486,21.8,145,564,41.4,23,110,41.4,-68,14,41.4,-14,62,41.4,23,77,41.4,-31,16,2024-11-03 16:00:00
2024-11-03,2024-11-03,FCR,1,NEGPOS_20_24,19.1,72,19.1,4,93,208.48,-65,25,19.1,-24,486,11,145,564,19.1,76,110,19.1,-60,14,19.1,-14,62,19.1,-31,77,19.1,-31,20,2024-11-03 20:00:00
2024-11-04,2024-11-04,FCR,1,NEGPOS_00_04,23.92,72,23.92,8,93,106.8,-65,25,23.92,-24,486,23.92,49,564,23.92,138,110,40,-70,14,23.92,-14,62,23.92,-3,77,23.92,-19,0,2024-11-04 00:00:00
2024-11-04,2024-11-04,FCR,1,NEGPOS_04_08,26,72,26,2,93,134,-48,25,26,-24,486,26,112,564,26,76,110,40,-70,14,26,-14,62,26,-15,77,26,-19,4,2024-11-04 04:00:00
2024-11-04,2024-11-04,FCR,1,NEGPOS_08_12,33.1,72,33.1,1,93,106.2,-65,25,33.1,-24,486,27.96,145,564,33.1,33,110,33.1,-68,14,33.1,-13,62,33.1,10,77,33.1,-19,8,2024-11-04 08:00:00
2024-11-04,2024-11-04,FCR,1,NEGPOS_12_16,45.6,72,45.6,9,93,134,-51,25,45.6,-24,486,45.6,34,564,45.6,97,110,45.6,-50,14,45.6,-14,62,45.6,18,77,45.6,-19,12,2024-11-04 12:00:00
2024-11-04,2024-11-04,FCR,1,NEGPOS_16_20,75,72,75,15,93,100.48,-65,25,75,-23,486,4.6,145,564,75,16,110,75,-64,14,75,-14,62,75,8,77,75,-18,16,2024-11-04 16:00:00
2024-11-04,2024-11-04,FCR,1,NEGPOS_20_24,23,72,23,2,93,95.48,-65,25,23,-24,486,10.64,145,564,23,56,110,40,-77,14,23,-14,62,23,-4,77,23,-19,20,2024-11-04 20:00:00
2024-11-05,2024-11-05,FCR,1,NEGPOS_00_04,24,72,24,9,93,113.2,-45,25,24,-24,486,24,38,564,24,143,110,24,-77,14,24,-14,62,24,-11,77,24,-19,0,2024-11-05 00:00:00
2024-11-05,2024-11-05,FCR,1,NEGPOS_04_08,39.88,72,39.88,5,93,106.72,-65,25,39.88,-24,486,39.88,65,564,39.88,124,110,39.88,-77,14,39.88,-14,62,39.88,0,77,39.88,-14,4,2024-11-05 04:00:00
2024-11-05,2024-11-05,FCR,1,NEGPOS_08_12,51.38,72,51.38,5,93,113.2,-62,25,51.38,-24,486,25.88,145,564,51.38,28,110,51.38,-64,14,51.38,-12,62,51.38,-2,77,51.38,-14,8,2024-11-05 08:00:00
2024-11-05,2024-11-05,FCR,1,NEGPOS_12_16,56,72,56,21,93,108.96,-65,25,56,-23,486,46,145,564,56,9,110,56,-64,14,56,-12,62,56,1,77,56,-12,12,2024-11-05 12:00:00
2024-11-05,2024-11-05,FCR,1,NEGPOS_16_20,138.1,72,138.1,13,93,138.1,-42,25,138.1,-22,486,6.48,145,564,138.1,-39,110,138.1,-64,14,138.1,-7,62,138.1,27,77,138.1,-11,16,2024-11-05 16:00:00
2024-11-05,2024-11-05,FCR,1,NEGPOS_20_24,18.4,72,18.4,1,93,141.2,-65,25,18.4,-24,486,5.84,145,564,18.4,79,110,40,-77,14,18.4,-14,62,18.4,-26,77,18.4,-19,20,2024-11-05 20:00:00
2024-11-06,2024-11-06,FCR,1,NEGPOS_00_04,18.88,72,18.88,10,93,123.24,-65,25,18.88,-24,486,18.88,41,564,18.88,149,110,18.88,-66,14,18.88,-14,62,18.88,-13,77,18.88,-18,0,2024-11-06 00:00:00
2024-11-06,2024-11-06,FCR,1,NEGPOS_04_08,41.85,72,41.85,13,93,104.8,-43,25,41.85,-24,486,35.24,145,564,41.85,-14,110,41.85,-55,14,41.85,-13,62,41.85,8,77,41.85,-17,4,2024-11-06 04:00:00
2024-11-06,2024-11-06,FCR,1,NEGPOS_08_12,60,72,60,17,93,104.8,-45,25,60,-23,486,17.4,145,564,60,-26,110,60,-64,14,60,-14,62,60,29,77,60,-19,8,2024-11-06 08:00:00
2024-11-06,2024-11-06,FCR,1,NEGPOS_12_16,59.37,72,59.37,22,93,104.8,-42,25,59.37,-23,486,38.64,145,564,59.37,-19,110,59.37,-73,14,59.37,-12,62,59.37,32,77,59.37,-30,12,2024-11-06 12:00:00
2024-11-06,2024-11-06,FCR,1,NEGPOS_16_20,140,72,140,17,93,140,-44,25,140,-23,486,11,145,564,140,-28,110,140,-62,14,140,-7,62,140,16,77,140,-14,16,2024-11-06 16:00:00
2024-11-06,2024-11-06,FCR,1,NEGPOS_20_24,35.2,72,35.2,9,93,104.8,-52,25,35.2,-24,486,5.88,145,564,35.2,22,110,40,-73,14,35.2,-12,62,35.2,3,77,35.2,-18,20,2024-11-06 20:00:00
2024-11-07,2024-11-07,FCR,1,NEGPOS_00_04,19.88,72,19.88,14,93,82.08,-65,25,19.88,-24,486,19.88,29,564,19.88,157,110,40,-73,14,19.88,-14,62,19.88,-2,77,19.88,-22,0,2024-11-07 00:00:00
